Y,X,fid,OID_,UIDENTSTLAE,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstStrassenzustand,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,PLST,OBJECTID,UIDENTSTLA,IstSonstig,LICHT,STRZUSTAND,OBJECTID_1,layer,path
6891206.90067931,1496385.88295594,67319,,"11200424110000046000",11,0,2,2,2020,4,10,6,3,5,2,0,,true,false,false,false,false,true,801470.0657,5826032.4823,13.442263096,52.500903276,,138337,,,,0,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891272.06744308,1496336.14351502,67614,,"1.120050311e+19",11,0,2,2,2020,5,0,1,3,5,3,2,,false,true,false,false,false,false,801437.3177,5826070.2225,13.441816279,52.5012596380001,,138632,,,,1,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891206.90067931,1496385.88295594,67617,,"1.120050311e+19",11,0,2,2,2020,5,13,1,3,5,2,0,,true,true,false,false,false,false,801470.0657,5826032.4823,13.442263096,52.500903276,,138635,,,,0,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891539.34846335,1496894.94787789,68793,,"11200620110000058000",11,0,2,2,2020,6,17,7,3,5,2,0,,false,true,false,false,false,false,801767.78,5826253.6668,13.4468361040001,52.502721224,,139811,,,,1,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891254.1091432,1496659.54355634,68825,,"11200624110000079000",11,0,2,2,2020,6,10,4,3,5,7,0,,true,false,false,false,false,true,801635.0419,5826071.4556,13.4447214310001,52.501161434,,139843,,,,0,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891214.66041964,1496376.7405088,69298,,"11200703110000005000",11,0,2,2,2020,7,9,6,3,5,2,0,,true,true,false,false,false,false,801464.2044,5826036.8553,13.4421809680001,52.5009457100001,,140316,,,,0,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891556.36523368,1496873.68852682,70078,,"11200806110000007000",11,0,2,2,2020,8,11,5,3,2,2,0,,true,true,false,false,false,false,801754.1888,5826263.2099,13.4466451280001,52.502814276,,141096,,,,0,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891518.24030816,1496880.07971274,70081,,"11200731110000091000",11,0,2,2,2020,7,21,6,3,5,2,1,,true,false,false,true,false,false,801759.5125,5826240.2789,13.446702541,52.502605799,,141099,,,,0,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891273.07614027,1496344.80428272,70642,,"11200812110000038000",11,0,2,2,2020,8,18,4,3,0,3,0,,true,false,true,false,false,false,801442.557,5826071.1608,13.4418940800001,52.5012651540001,,141660,,,,0,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891544.06294562,1496854.88655351,70894,,"11200826110000091000",11,0,2,2,2020,8,17,4,3,5,3,0,,true,false,false,false,false,true,801743.1943,5826255.0262,13.4464762270001,52.5027470040001,,141912,,,,1,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891551.0730457,1496880.30001401,70968,,"11200817110000052000",11,0,2,2,2020,8,10,2,3,3,2,0,,true,false,false,false,true,false,801758.4156,5826260.242,13.44670452,52.502785337,,141986,,,,0,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891243.32876968,1496346.67656524,71013,,"11200823110000077000",11,0,2,2,2020,8,3,1,3,0,1,2,,true,false,false,false,false,false,801444.8121,5826053.1509,13.441910899,52.5011024820001,,142031,,,,0,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891520.42966521,1496881.62182165,71177,,"11200826110000091000",11,0,2,2,2020,8,17,4,3,5,2,0,,true,true,false,false,false,false,801760.37,5826241.6675,13.4467163940001,52.5026177710001,,142195,,,,1,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891360.43663637,1496761.14685934,71264,,"1.120090111e+19",11,0,2,2,2020,9,5,3,3,4,6,2,,false,true,false,false,true,false,801692.9638,5826139.8986,13.4456341490001,52.501742877,,142282,,,,0,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891179.41687824,1496617.94368527,72535,,"11200929110000105000",11,0,2,2,2020,9,15,3,3,5,3,0,,true,false,false,false,false,false,801612.494,5826024.4948,13.444347733,52.5007529810001,,143553,,,,0,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891224.63065644,1496634.55021558,72788,,"11200930110000110000",11,0,2,2,2020,9,6,4,3,5,7,1,,true,true,false,false,false,false,801620.918,5826052.5997,13.444496912,52.5010002320001,,143806,,,,0,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891513.15204866,1496876.4955591,73250,,"11201030110000100000",11,0,2,2,2020,10,6,6,3,6,2,1,,false,false,true,false,false,true,801757.5195,5826237.0517,13.446670344,52.5025779750001,,144268,,,,1,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891186.99518939,1496590.73864887,73294,,"11201028110000087000",11,0,2,2,2020,10,6,4,3,0,1,1,,false,false,false,true,false,false,801595.6335,5826028.0788,13.4441033460001,52.5007944230001,,144312,,,,1,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891540.05179518,1496866.1727914,74608,,"11201203110000007000",11,0,2,2,2020,12,22,5,2,0,7,2,,true,false,false,false,false,false,801750.2213,5826253.0126,13.446577613,52.5027250700001,,145626,,,,0,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891287.2827649,1496703.85494757,74882,,"11201222110000067000",11,0,2,2,2020,12,16,3,2,7,7,2,,false,false,false,true,false,false,801660.7978,5826093.2834,13.4451194870001,52.501342842,,145990,,,,1,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891271.3584658,1496330.05712186,76840,,"11220205110000007871",11,0,2,2,2022,2,9,7,3,5,2,0,1,true,false,false,false,false,false,801433.635692353,5826069.56304671,13.441761604,52.501255761,,229950,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891213.94193841,1496377.58687088,76927,,"11220131110000086691",11,0,2,2,2022,1,9,2,3,5,2,0,0,true,false,false,false,true,false,801464.746977205,5826036.45041659,13.442188571,52.5009417810001,,230037,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891209.45129492,1496382.87755232,77687,,"11220206110000012351",11,0,2,2,2022,2,10,1,3,6,2,0,1,false,true,true,false,false,false,801468.138920205,5826033.91976858,13.442236098,52.500917224,,230797,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891539.70195798,1496880.48547228,78006,,"11220415110000040761",11,0,2,2,2022,4,1,6,3,5,2,2,1,false,true,false,true,false,false,801758.954943075,5826253.33797885,13.446706186,52.502723157,,231116,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891520.82192813,1496881.89811662,78611,,"11220318110000052361",11,0,2,2,2022,3,16,6,3,2,3,0,0,true,false,false,false,false,false,801760.52363323,5826241.91631321,13.446718876,52.5026199160001,,231721,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891213.33976009,1496378.29619869,78693,,"11220415110000041481",11,0,2,2,2022,4,1,6,3,5,3,2,1,false,false,false,true,false,true,801465.201790814,5826036.11109097,13.4421949430001,52.500938488,,231803,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891526.89752535,1496886.17768314,78742,,"11220410110000020161",11,0,2,2,2022,4,17,1,3,6,1,0,0,true,false,true,false,false,false,801762.903301842,5826245.76978658,13.4467573200001,52.5026531390001,,231852,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891224.63815395,1496638.69130064,79055,,"11220330110000095281",11,0,2,2,2022,3,16,4,3,0,7,0,1,true,false,false,false,false,true,801623.440995484,5826052.75977277,13.444534112,52.501000273,,232165,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891238.38716041,1496492.97887394,79310,,"11220422110000033311",11,0,2,2,2022,4,20,6,3,0,7,2,0,true,true,false,false,false,false,801534.141122693,5826055.64211788,13.4432251550001,52.501075459,,232420,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891338.0424674,1496743.60847357,79937,,"11220530110000090021",11,0,2,2,2022,5,2,2,2,0,1,2,0,false,false,false,false,false,true,801683.117094858,5826125.62864862,13.4454765990001,52.501620417,,233047,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891230.66323906,1496416.240449,79955,,"11220523110000074531",11,0,2,2,2022,5,8,2,3,0,1,0,0,false,false,false,true,false,false,801487.672792145,5826048.06529995,13.4425358020001,52.5010332210001,,233065,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891558.84884541,1496870.5853847,80025,,"11220521110000052891",11,0,2,2,2022,5,22,7,3,5,2,2,0,true,true,false,false,false,false,801752.204995443,5826264.6027723,13.4466172520001,52.5028278570001,,233135,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891336.06821393,1496742.06224583,80688,,"11220621110000065641",11,0,2,2,2022,6,19,3,3,0,4,0,0,false,false,true,true,false,false,801682.248952264,5826124.37053069,13.445462709,52.5016096210001,,233798,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891539.58071282,1496885.44486693,80825,,"11220620110000057901",11,0,2,2,2022,6,20,2,3,5,2,0,0,false,true,false,false,false,false,801761.981202237,5826253.45072764,13.4467507370001,52.5027224940001,,233935,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891488.68569228,1496859.26196608,81788,,"11220603110000006941",11,0,2,2,2022,6,8,6,3,7,7,0,1,false,false,false,true,false,false,801747.936649049,5826221.5338078,13.446515532,52.502444186,,234898,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891345.94625236,1496749.79850517,81969,,"11220613110000034201",11,0,2,2,2022,6,17,2,3,2,6,0,0,false,true,false,false,false,false,801686.592389539,5826130.66506847,13.4455322050001,52.5016636380001,,235079,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891213.13348707,1496378.53920914,82826,,"11220826110000064081",11,0,2,2,2022,8,14,6,3,5,2,0,1,true,true,false,false,false,false,801465.357578199,5826035.9948617,13.4421971260001,52.5009373600001,,235936,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891209.97904643,1496359.05963407,82970,,"11220808110000015621",11,0,2,2,2022,8,11,2,3,5,3,0,0,true,false,false,false,false,true,801453.60649762,5826033.34597655,13.442022138,52.50092011,,236080,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891289.78915198,1496357.5440192,84969,,"11221013110000025191",11,0,2,2,2022,10,15,5,3,5,3,0,0,true,true,false,false,false,false,801449.693396456,5826081.79725409,13.442008523,52.501356548,,238079,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891224.00817916,1496376.82756064,85407,,"11221020110000053281",11,0,2,2,2022,10,14,5,3,5,2,0,0,false,true,false,true,false,false,801463.907238559,5826042.54014589,13.44218175,52.500996828,,238517,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891348.8856921,1496752.10059223,85810,,"11221030110000085501",11,0,2,2,2022,10,3,1,3,2,6,2,0,false,true,false,false,false,false,801687.884893158,5826132.53817319,13.445552885,52.5016797120001,,238920,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891549.23626101,1496882.59464267,85905,,"11221119110000041201",11,0,2,2,2022,11,12,7,3,5,2,0,0,false,true,false,false,false,false,801759.882546715,5826259.21197287,13.446725133,52.5027752930001,,239015,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891407.72536769,1496798.18263128,86280,,"11221106110000005021",11,0,2,2,2022,11,6,1,3,4,6,2,0,false,true,false,false,false,false,801713.756835082,5826170.03196109,13.445966847,52.502001469,,239390,,,,,,Unfallorte2022_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2022_EPSG25832_CSV/Unfallorte2022_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
